user_id,name,birthdate,national_health_card_number,cpf,unit,medical_care_date,health_condition
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-09-05 04:12:27.777112,diabetes
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,"13 April, 2024",diabetes
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-08-08 04:26:10.680341,ferida vascular
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-05-31 01:46:34.066504,diabetes
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-08-31,ferida vascular
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-10-05 11:23:07.667926,hipertensao
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-11-05,dengue
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-05-03 10:21:28.181378,hipertensao
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2024-01-18 22:57:20.643842,diabetes
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-04-27 00:41:25.441751,diabetes
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-06-27 14:00:21.783819,ferida vascular
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2024-01-30 02:51:42.868268,hipertensao
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-05-29 23:13:12.966512,dengue
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2023-06-12 00:08:10.795689,diabetes
124,Kaique Moraes,1997-05-20,36281549015,051.629.748-11,Unidade de saude Maria Vitória,2024-02-16 15:41:49.766032,dengue
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-07-27 02:15:50.899316,ferida vascular
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-10-05 23:04:46.607517,ferida vascular
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,"09 February, 2024",dengue
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-04-28 11:11:17.206241,ferida vascular
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2024-03-09 20:19:04.208069,hipertensao
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-07-19 04:19:28.700878,dengue
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2024-03-29 06:01:55.736850,dengue
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-07-27 18:07:57.314282,diabetes
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-11-15 11:29:23.756803,hipertensao
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2024-02-05 02:31:21.071407,dengue
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-11-10 17:09:38.879852,diabetes
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-12-14 19:19:27.643817,diabetes
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-09-10 13:33:39.429294,dengue
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2024-01-10 05:41:43.405856,hipertensao
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-07-02,diabetes
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-09-21 17:21:36.625788,dengue
125,Alexia Nunes,1995-11-06,97536281455,497.108.253-05,Unidade de saude Daniela,2023-04-26 10:02:33.332555,hipertensao
126,Melissa Rodrigues,1981-05-22,7296418303,832.519.640-89,Unidade de saude Cecília,2023-05-23 22:51:56.097021,hipertensao
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,"05 April, 2024",diabetes
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2024-01-19 17:30:41.700114,dengue
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2023-12-04 19:24:07.736682,diabetes
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2023-08-26 09:23:36.712444,ferida vascular
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2023-10-11 16:01:01.220117,ferida vascular
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2024-02-09 10:58:37.785043,diabetes
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2023-12-04 19:52:11.878837,ferida vascular
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2023-11-05 10:23:53.973371,dengue
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2024-02-12 06:10:29.627250,ferida vascular
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2023-10-18 07:09:45.224437,dengue
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2024-01-31 07:22:03.418039,ferida vascular
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2023-04-26 10:20:41.635200,diabetes
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,2023-05-08 00:14:16.235795,ferida vascular
127,Marcela Cardoso,1980-12-10,56490271885,145.780.632-08,Unidade de saude Cecília,"15 March, 2024",dengue
128,Fernando da Cruz,1993-09-18,81493057693,429.358.107-32,Unidade de saude Maria Vitória,2024-01-29,diabetes
128,Fernando da Cruz,1993-09-18,81493057693,429.358.107-32,Unidade de saude Maria Vitória,2023-07-23,ferida vascular
128,Fernando da Cruz,1993-09-18,81493057693,429.358.107-32,Unidade de saude Maria Vitória,2023-04-28 17:52:00.738113,ferida vascular
128,Fernando da Cruz,1993-09-18,81493057693,429.358.107-32,Unidade de saude Maria Vitória,2023-10-30,diabetes
128,Fernando da Cruz,1993-09-18,81493057693,429.358.107-32,Unidade de saude Maria Vitória,2023-10-13 10:10:28.439697,hipertensao
128,Fernando da Cruz,1993-09-18,81493057693,429.358.107-32,Unidade de saude Maria Vitória,2023-06-27 13:41:51.734068,hipertensao
128,Fernando da Cruz,1993-09-18,81493057693,429.358.107-32,Unidade de saude Maria Vitória,2024-04-18 12:29:28.779154,hipertensao
128,Fernando da Cruz,1993-09-18,81493057693,429.358.107-32,Unidade de saude Maria Vitória,2024-04-16 09:54:35.409041,diabetes
128,Fernando da Cruz,1993-09-18,81493057693,429.358.107-32,Unidade de saude Maria Vitória,2023-06-30 00:32:21.780506,diabetes
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-07-27 07:40:29.566824,dengue
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-05-27 14:17:01.883493,ferida vascular
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2024-01-11 11:09:46.468342,ferida vascular
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-11-24 05:48:29.004829,diabetes
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-08-02 09:07:44.453813,dengue
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-05-20 07:23:28.134517,diabetes
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-08-01 23:57:29.437132,ferida vascular
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-08-22 18:10:56.295758,hipertensao
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2024-03-17 21:50:09.077787,dengue
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2024-03-01 20:37:08.858906,ferida vascular
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-11-20 22:00:29.580209,dengue
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-11-25 23:49:14.519417,hipertensao
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-11-30 16:06:51.544966,dengue
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-11-08,ferida vascular
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2024-01-19 15:35:15.558791,dengue
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-12-05 13:38:21.552998,ferida vascular
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-08-21 15:55:31.212631,hipertensao
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,2023-12-06,ferida vascular
130,Isabel da Rocha,1977-07-19,79152638030,529.687.130-86,Unidade de saude Cecília,"12 March, 2024",dengue
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2023-12-15 18:05:28.737767,hipertensao
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2023-08-14 08:04:39.941463,hipertensao
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2023-12-18 10:28:59.361623,dengue
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2024-01-01,diabetes
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2024-01-17 02:54:15.902829,dengue
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2023-07-21 01:32:05.261390,ferida vascular
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2024-04-12 12:02:36.874020,diabetes
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2023-11-13 02:35:28.621934,diabetes
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2024-01-20 10:43:16.995822,dengue
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2023-08-28 16:30:36.535923,dengue
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2023-06-16 15:59:37.917163,hipertensao
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,2024-03-12 17:30:51.980126,hipertensao
131,Nathan Costa,1993-12-26,30869417231,269.851.407-85,Unidade de saude Daniela,"21 April, 2024",diabetes
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2024-04-05,diabetes
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2024-04-01,dengue
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-10-18 14:34:25.736068,hipertensao
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-10-24,diabetes
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-07-28 04:27:49.100063,hipertensao
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2024-03-08 11:19:53.469437,diabetes
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-10-21 15:29:41.352372,dengue
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-10-16 05:27:41.346210,ferida vascular
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-05-25 21:42:22.454465,hipertensao
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-11-28 11:56:22.854983,dengue
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2024-01-21 01:08:18.272204,hipertensao
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-08-01,ferida vascular
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2024-03-15,diabetes
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-11-22 09:24:21.765651,ferida vascular
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2024-04-17 20:35:34.612310,ferida vascular
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-08-22 19:13:27.805684,ferida vascular
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2024-04-04,diabetes
132,Dr. Alexandre Azevedo,1977-12-22,59378260195,426.908.357-38,Unidade de saude Mariane,2023-05-09 23:38:13.514511,hipertensao
133,Pedro Henrique da Mota,1976-02-06,54630791884,457.923.160-07,Unidade de saude Milena,2023-11-30,hipertensao
133,Pedro Henrique da Mota,1976-02-06,54630791884,457.923.160-07,Unidade de saude Milena,2023-10-07 17:34:33.582239,diabetes
133,Pedro Henrique da Mota,1976-02-06,54630791884,457.923.160-07,Unidade de saude Milena,2023-09-25 20:50:14.447104,ferida vascular
133,Pedro Henrique da Mota,1976-02-06,54630791884,457.923.160-07,Unidade de saude Milena,2023-11-30 00:37:29.894990,diabetes
133,Pedro Henrique da Mota,1976-02-06,54630791884,457.923.160-07,Unidade de saude Milena,2024-02-11 02:24:26.408554,diabetes
133,Pedro Henrique da Mota,1976-02-06,54630791884,457.923.160-07,Unidade de saude Milena,2023-11-13,diabetes
133,Pedro Henrique da Mota,1976-02-06,54630791884,457.923.160-07,Unidade de saude Milena,2023-12-19 19:23:06.733556,diabetes
134,Srta. Rafaela Rodrigues,2008-04-10,23681407940,941.062.537-80,Unidade de saude Maria,"02 September, 2023",dengue
134,Srta. Rafaela Rodrigues,2008-04-10,23681407940,941.062.537-80,Unidade de saude Maria,2023-11-28 14:39:22.977225,diabetes
134,Srta. Rafaela Rodrigues,2008-04-10,23681407940,941.062.537-80,Unidade de saude Maria,2023-12-27 21:34:12.772785,diabetes
134,Srta. Rafaela Rodrigues,2008-04-10,23681407940,941.062.537-80,Unidade de saude Maria,2023-09-19 00:06:57.099338,dengue
134,Srta. Rafaela Rodrigues,2008-04-10,23681407940,941.062.537-80,Unidade de saude Maria,"23 February, 2024",hipertensao
134,Srta. Rafaela Rodrigues,2008-04-10,23681407940,941.062.537-80,Unidade de saude Maria,2024-03-03 05:12:55.880465,dengue
134,Srta. Rafaela Rodrigues,2008-04-10,23681407940,941.062.537-80,Unidade de saude Maria,"22 February, 2024",hipertensao
134,Srta. Rafaela Rodrigues,2008-04-10,23681407940,941.062.537-80,Unidade de saude Maria,2023-07-09 23:21:51.233801,dengue
134,Srta. Rafaela Rodrigues,2008-04-10,23681407940,941.062.537-80,Unidade de saude Maria,2023-05-26 10:42:08.993669,diabetes
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,2023-10-29 22:04:07.407488,ferida vascular
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,"02 October, 2023",hipertensao
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,2023-12-31,dengue
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,2023-10-01 03:20:05.778672,hipertensao
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,2023-10-02,dengue
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,2023-05-13,dengue
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,2023-05-26 17:55:43.039047,hipertensao
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,2023-09-15 11:22:37.692636,hipertensao
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,2023-12-12,ferida vascular
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,2024-01-17 00:08:01.896218,dengue
135,João Pedro Nogueira,1977-08-17,83915270695,631.847.590-75,Unidade de saude Maria Alice,2023-12-03 20:55:08.787532,hipertensao
136,Alícia Vieira,1975-09-17,69427018313,245.873.160-08,Unidade de saude Daniela,"08 February, 2024",hipertensao
136,Alícia Vieira,1975-09-17,69427018313,245.873.160-08,Unidade de saude Daniela,2023-12-25 14:08:31.757989,hipertensao
137,Davi Martins,1993-01-23,84597123032,728.950.641-30,Unidade de saude Milena,2023-12-03 03:43:26.841892,ferida vascular
137,Davi Martins,1993-01-23,84597123032,728.950.641-30,Unidade de saude Milena,2024-02-08 07:13:06.712229,dengue
137,Davi Martins,1993-01-23,84597123032,728.950.641-30,Unidade de saude Milena,2024-01-29 08:08:54.020023,dengue
137,Davi Martins,1993-01-23,84597123032,728.950.641-30,Unidade de saude Milena,2023-07-07 09:53:59.869805,ferida vascular
137,Davi Martins,1993-01-23,84597123032,728.950.641-30,Unidade de saude Milena,2023-08-29,dengue
137,Davi Martins,1993-01-23,84597123032,728.950.641-30,Unidade de saude Milena,2023-08-12 08:38:28.894968,dengue
138,Dra. Helena Jesus,2008-12-20,36189042589,851.742.039-04,Unidade de saude Maria,2023-11-13 11:33:37.605491,ferida vascular
138,Dra. Helena Jesus,2008-12-20,36189042589,851.742.039-04,Unidade de saude Maria,2023-05-21 03:56:26.835364,hipertensao
138,Dra. Helena Jesus,2008-12-20,36189042589,851.742.039-04,Unidade de saude Maria,2023-07-07,hipertensao
138,Dra. Helena Jesus,2008-12-20,36189042589,851.742.039-04,Unidade de saude Maria,2024-03-19 05:57:24.014349,diabetes
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2023-04-27 17:23:22.006638,hipertensao
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2024-03-26 03:20:15.624513,hipertensao
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2024-02-14 02:00:00.013343,ferida vascular
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,"19 February, 2024",diabetes
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2023-10-29 23:22:08.875686,dengue
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2023-08-06 01:21:31.999064,ferida vascular
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2024-04-22 15:17:11.097940,hipertensao
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,"18 March, 2024",dengue
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2023-06-02 11:10:34.973298,ferida vascular
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2023-05-28 14:27:43.824404,hipertensao
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2023-05-16 22:20:54.003587,hipertensao
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2023-12-13 11:14:21.943040,diabetes
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2023-12-12,diabetes
139,Thiago Cunha,2009-06-27,94173082541,309.827.615-03,Unidade de saude Maria,2023-10-04,diabetes
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2023-12-05 01:43:24.570640,diabetes
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2024-03-24 11:47:41.581578,hipertensao
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2024-01-23 15:40:38.711419,diabetes
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2023-11-03 20:35:34.137659,dengue
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2023-12-24 20:16:52.997756,diabetes
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2023-05-20,diabetes
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2023-08-13 22:16:21.047698,ferida vascular
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2023-05-15 15:30:49.758960,diabetes
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2024-01-18 01:41:55.337721,ferida vascular
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2023-11-07 07:05:19.696755,ferida vascular
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,"21 December, 2023",dengue
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2023-05-21 16:37:31.592922,ferida vascular
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2023-10-05 11:54:26.831319,dengue
140,Emanuella Nogueira,1990-07-26,26054379810,579.813.240-41,Unidade de saude Daniela,2023-10-13 19:54:51.461381,diabetes
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-05-17 11:47:13.997924,ferida vascular
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-10-16 15:39:46.386803,hipertensao
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2024-04-21 19:19:06.306540,diabetes
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-08-18 06:18:56.988082,diabetes
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-09-18 13:00:51.916949,diabetes
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2024-02-16 10:38:41.458030,hipertensao
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-11-13 04:36:23.018025,diabetes
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-08-03 17:05:14.575627,dengue
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,"24 January, 2024",diabetes
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-10-22,hipertensao
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-11-09 01:52:04.891195,dengue
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-08-28 18:38:58.333789,diabetes
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,"15 May, 2023",dengue
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2024-04-20,diabetes
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-09-28 12:25:17.039592,hipertensao
141,Luana da Mota,1988-01-13,82067451308,539.817.624-28,Unidade de saude Cecília,2023-09-12 12:11:18.083907,dengue
142,Dra. Eduarda Azevedo,1982-09-01,69184375000,903.265.187-03,Unidade de saude Gabriela,2024-04-15 15:57:33.461679,ferida vascular
142,Dra. Eduarda Azevedo,1982-09-01,69184375000,903.265.187-03,Unidade de saude Gabriela,2024-04-02 02:36:13.149116,ferida vascular
142,Dra. Eduarda Azevedo,1982-09-01,69184375000,903.265.187-03,Unidade de saude Gabriela,2023-12-08 04:52:37.073756,dengue
142,Dra. Eduarda Azevedo,1982-09-01,69184375000,903.265.187-03,Unidade de saude Gabriela,2023-10-14 01:54:40.150201,ferida vascular
142,Dra. Eduarda Azevedo,1982-09-01,69184375000,903.265.187-03,Unidade de saude Gabriela,"08 November, 2023",hipertensao
142,Dra. Eduarda Azevedo,1982-09-01,69184375000,903.265.187-03,Unidade de saude Gabriela,"17 November, 2023",ferida vascular
142,Dra. Eduarda Azevedo,1982-09-01,69184375000,903.265.187-03,Unidade de saude Gabriela,2023-11-01 22:44:48.504920,ferida vascular
143,João Felipe Campos,2002-04-22,3265874117,926.048.731-50,Unidade de saude Maria,2023-12-16,dengue
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,"06 September, 2023",dengue
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2023-12-30 15:11:48.014724,diabetes
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2024-04-16 07:48:50.248610,ferida vascular
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2024-03-30 15:50:10.904893,dengue
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2023-07-25 19:43:43.127071,hipertensao
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2023-07-29 14:07:59.592311,hipertensao
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,"02 November, 2023",ferida vascular
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2024-02-21 07:33:17.987371,hipertensao
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2023-09-04 22:07:52.314984,ferida vascular
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2024-01-18 08:23:44.567754,dengue
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2023-12-15 18:27:43.948438,ferida vascular
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2024-01-01 07:43:15.580415,hipertensao
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2024-01-17 16:39:26.509336,dengue
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2023-09-19 05:20:44.158564,ferida vascular
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,"20 April, 2024",hipertensao
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2023-07-05 23:16:14.043611,dengue
144,Caio Silveira,1973-08-05,94532018633,759.836.012-02,Unidade de saude Cecília,2023-05-02 09:17:57.572149,ferida vascular
145,Eloah Mendes,2000-10-21,49237506180,462.753.810-35,Unidade de saude Daniela,2024-01-20 02:28:06.049677,dengue
146,Dra. Evelyn da Paz,1994-11-17,48396172013,473.521.980-32,Unidade de saude Maria Vitória,"08 January, 2024",dengue
146,Dra. Evelyn da Paz,1994-11-17,48396172013,473.521.980-32,Unidade de saude Maria Vitória,2023-12-02 03:21:31.577490,diabetes
